0.00021291044	-0.04657219	0.011867406	0.023437988	-0.3646624	0.044992603	0.0054111094	0.15064913	0.047682308	0.02791179	0.0070915315	0.032944184	-0.0027619097	-0.05640028	0.017192896	0.066416785
-0.12999879	0.1206456	0.17632031	0.1174334	-0.3105672	0.14669205	0.16075218	0.11778576	0.23206341	0.1541223	0.12977856	0.19991818	-0.13221279	-0.28243026	0.09917435	-0.12729585
-0.04815623	-0.049765877	0.005170283	-0.0012156148	-0.3541801	0.1289985	0.057131924	0.25545415	0.22647874	0.018855259	0.056606445	0.06273993	-0.039613545	-0.24531928	0.053422734	0.019874545
-0.02515397	-0.03562968	0.038712207	-0.033241488	0.03937917	0.027584288	-0.013769209	0.032562885	-0.04376055	-0.04562516	0.021976877	0.024526227	0.037266914	-0.014325641	-0.0015089288	0.0072509646
-0.0036142757	-0.1378344	-0.076358005	-0.08218724	-0.5229598	0.028317781	0.029016534	0.3830851	0.18160486	-0.036257885	-0.037269317	0.0539943	0.05633379	-0.17799602	-0.084702104	0.17321235
0.10766923	-0.13735199	-0.10216335	-0.14552423	-0.29627538	-0.07437853	-0.048652306	0.29838485	0.09272921	-0.1192003	-0.10773607	-0.14023803	0.13175975	0.016764082	-0.1282529	0.21237908
0.036913916	-0.066613324	-0.020865764	-0.04014676	-0.4966031	0.05093483	0.06492454	0.3449509	0.20517232	-0.0038116635	0.056898177	-0.0015430695	-0.04102051	-0.20993884	-0.043648027	0.06809137
-0.008929731	0.044783946	-0.00053549145	-0.004534753	-0.31505692	0.11621124	0.07204669	0.25274444	0.24355017	0.06099063	0.084058076	0.048224732	-0.03134141	-0.2241298	0.047041163	0.040086925
-0.07009014	-0.022360368	0.04762691	0.071914665	-0.5689107	0.07427202	0.019045342	0.362161	0.166158	0.027524797	0.065242104	0.04398599	-0.0165751	-0.1805244	0.050093926	0.04738679
0.065496616	-0.073201165	-0.13672015	-0.12191134	-0.35381746	-0.042437967	-0.055912986	0.24102262	0.18875468	-0.12196577	-0.10536652	-0.104418404	0.050333135	-0.050569534	-0.09508873	0.19776727
-0.021131333	-0.015882041	0.015938317	0.07708685	-0.5606659	0.082001224	0.067930706	0.43160585	0.12522069	0.059118118	0.08704912	0.111354254	-0.06401507	-0.19668351	0.09033018	0.06380759
0.04675398	-0.09540057	-0.04453964	-0.068552844	-0.32071316	0.045140296	0.051153205	0.20918256	0.17765312	0.013946823	-0.049289655	-0.010796116	-0.013771695	-0.1750901	0.02986996	0.11221496
0.08598075	-0.22563715	-0.15425432	-0.13996415	-0.49290243	-0.11349871	-0.17524764	0.40053007	-0.11646198	-0.19657819	-0.15515658	-0.08743442	0.20269121	0.062726155	-0.13629131	0.24822946
-0.015458955	-0.041669674	0.0056520267	-0.0044761975	-0.47671288	-0.083559655	-0.07313825	0.39170504	-0.06855328	0.0006121657	0.005084731	-0.004374777	0.0063396823	-0.04663772	-0.06838514	0.15557438
-0.10396525	0.0072016628	0.07618715	0.065955035	-0.66778636	0.14842534	0.058278993	0.30237955	0.063269176	0.09668729	0.056786034	0.121417336	-0.14464983	-0.19354653	0.060351502	-0.0711165
-0.057351258	0.0012268377	0.016416064	0.037882924	-0.46812564	0.055421095	0.023079552	0.35626987	0.09971253	0.001504129	0.08820683	0.01820247	-0.07144601	-0.16799167	0.013270208	0.048612922
-0.17497987	0.12766759	0.119875014	0.11383821	-0.49706113	0.15133367	0.091008715	0.20050707	0.16021357	0.09625853	0.11156372	0.20496643	-0.121398404	-0.21101716	0.07122977	-0.07251992
0.03274374	-0.0126547245	-0.08652601	-0.0856496	-0.18707326	-0.021576451	-0.020494904	0.1476083	0.24535348	-0.0357561	-0.003617038	-0.020604935	0.039576348	-0.04564443	-0.043231588	0.1480984
-0.13887444	0.016160898	0.053993315	0.08531879	-0.38273108	0.09755046	0.09335857	0.2899626	0.23286316	0.065758735	0.042719383	0.13194531	-0.056523796	-0.27246705	0.07399025	0.014328797
0.04382984	-0.032325692	-0.07055441	-0.002671519	-0.3916375	0.022795692	0.045786317	0.3024894	0.25295475	-0.010712932	0.034460165	0.05898227	-0.025155738	-0.18553963	-0.03242329	0.10637893
-0.07451844	0.025812976	0.0077561983	-0.016892754	-0.68807745	-0.008103635	-0.02765352	0.36568004	-0.025361815	0.047484893	0.04879924	0.060925115	-0.08474673	-0.1109174	0.0040747114	0.06071375
-0.09529529	-0.0056443573	0.05833671	0.06542327	-0.52796745	0.13763778	0.12648046	0.2634998	0.18116856	0.021191925	0.045582514	0.050572176	-0.115385346	-0.2120573	0.014705278	0.06568816
0.09056256	-0.04892686	-0.10178947	-0.02714952	-0.44340768	-0.060327943	-0.06624539	0.33690736	0.07669978	-0.033745732	-0.054964807	0.02135459	0.008130291	-0.044012714	-0.078483336	0.16033484
-0.14793833	0.03367531	0.022535559	0.08288029	-0.4641627	0.15423702	0.09208166	0.29878065	0.15916516	0.07186797	0.07028414	0.12519994	-0.059846688	-0.20773524	0.03718687	-0.007606583
-0.3574642	0.2482307	0.25577098	0.29814646	-0.32423487	0.3046689	0.27809867	0.042674456	0.33074284	0.36896968	0.2699953	0.34968087	-0.31700242	-0.381563	0.32395625	-0.2294013
